Participant;Time;Attention;Meditation
P03;18:57:47;29;44
P03;18:57:48;43;63
P03;18:57:49;47;66
P03;18:57:50;35;57
P03;18:57:51;38;75
P03;18:57:52;34;69
P03;18:57:53;38;61
P03;18:57:54;43;63
P03;18:57:55;43;61
P03;18:57:56;43;47
P03;18:57:57;43;44
P03;18:57:58;48;47
P03;18:57:59;41;41
P03;18:58:00;43;54
P03;18:58:01;37;66
P03;18:58:02;30;67
P03;18:58:03;29;70
P03;18:58:04;21;64
P03;18:58:05;30;61
P03;18:58:06;41;57
P03;18:58:07;40;44
P03;18:58:08;41;53
P03;18:58:09;43;48
P03;18:58:10;34;50
P03;18:58:11;27;54
P03;18:58:12;21;53
P03;18:58:13;14;64
P03;18:58:14;3;60
P03;18:58:15;14;61
P03;18:58:16;16;51
P03;18:58:17;23;51
P03;18:58:18;43;66
P03;18:58:19;24;54
P03;18:58:20;37;69
P03;18:58:21;38;70
P03;18:58:22;26;66
P03;18:58:23;47;81
P03;18:58:24;50;90
P03;18:58:25;41;77
P03;18:58:26;37;70
P03;18:58:27;26;66
P03;18:58:28;23;63
P03;18:58:29;29;78
P03;18:58:30;34;75
P03;18:58:31;48;75
P03;18:58:32;35;60
P03;18:58:33;37;30
P03;18:58:34;50;29
P03;18:58:35;53;29
P03;18:58:36;61;38
P03;18:58:37;50;54
P03;18:58:38;43;61
P03;18:58:39;44;64
P03;18:58:40;50;64
P03;18:58:41;56;67
P03;18:58:42;61;83
P03;18:58:43;48;83
P03;18:58:44;61;77
P03;18:58:45;63;74
P03;18:58:46;64;47
P03;18:58:47;70;38
P03;18:58:48;60;35
P03;18:58:49;50;30
P03;18:58:50;30;34
P03;18:58:51;23;26
P03;18:58:52;17;35
P03;18:58:53;24;29
P03;18:58:54;43;54
P03;18:58:55;40;53
P03;18:58:56;30;40
P03;18:58:57;26;29
P03;18:58:58;14;10
P03;18:58:59;24;11
P03;18:59:00;35;34
P03;18:59:01;30;47
P03;18:59:02;34;63
P03;18:59:03;38;75
P03;18:59:04;37;74
P03;18:59:05;37;66
P03;18:59:06;30;60
P03;18:59:07;20;48
P03;18:59:08;8;29
P03;18:59:09;26;43
P03;18:59:10;38;40
P03;18:59:11;35;51
P03;18:59:12;51;57
P03;18:59:13;41;53
P03;18:59:14;47;60
P03;18:59:15;37;48
P03;18:59:16;27;53
P03;18:59:17;35;60
P03;18:59:18;34;48
P03;18:59:19;56;43
P03;18:59:20;60;40
P03;18:59:21;37;37
P03;18:59:22;38;51
P03;18:59:23;26;61
P03;18:59:24;34;81
P03;18:59:25;57;91
P03;18:59:26;47;90
P03;18:59:27;53;100
P03;18:59:28;47;69
P03;18:59:29;37;50
P03;18:59:30;38;51
P03;18:59:31;51;50
P03;18:59:32;48;75
P03;18:59:33;56;78
P03;18:59:34;66;66
P03;18:59:35;61;60
P03;18:59:36;57;41
P03;18:59:37;54;44
P03;18:59:38;50;47
P03;18:59:39;38;50
P03;18:59:40;51;48
P03;18:59:41;44;38
P03;18:59:42;44;38
P03;18:59:43;61;44
P03;18:59:44;51;43
P03;18:59:45;51;56
P03;18:59:46;50;53
P03;18:59:47;30;41
P03;18:59:48;34;48
P03;18:59:49;35;56
P03;18:59:50;27;66
P03;18:59:51;29;70
P03;18:59:52;23;69
P03;18:59:53;27;47
P03;18:59:54;27;38
P03;18:59:55;26;35
P03;18:59:56;41;56
P03;18:59:57;35;60
P03;18:59:58;34;69
P03;18:59:59;34;60
P03;19:00:00;35;50
P03;19:00:01;40;53
P03;19:00:02;53;38
P03;19:00:03;47;30
P03;19:00:04;47;44
P03;19:00:05;47;48
P03;19:00:06;44;53
P03;19:00:07;51;60
P03;19:00:08;50;70
P03;19:00:09;51;56
P03;19:00:10;61;57
P03;19:00:11;53;54
P03;19:00:12;60;43
P03;19:00:13;67;50
P03;19:00:14;57;53
P03;19:00:15;56;54
P03;19:00:16;41;44
P03;19:00:17;26;53
P03;19:00:18;23;44
P03;19:00:19;34;48
P03;19:00:20;34;69
P03;19:00:21;37;63
P03;19:00:22;44;61
P03;19:00:23;26;54
P03;19:00:24;35;38
P03;19:00:25;34;29
P03;19:00:26;38;35
P03;19:00:27;51;43
P03;19:00:28;66;57
P03;19:00:29;66;70
P03;19:00:30;44;60
P03;19:00:31;40;50
P03;19:00:32;23;50
P03;19:00:33;34;54
P03;19:00:34;40;69
P03;19:00:35;41;69
P03;19:00:36;38;74
P03;19:00:37;43;69
P03;19:00:38;43;63
P03;19:00:39;47;70
P03;19:00:40;35;67
P03;19:00:41;27;44
P03;19:00:42;43;56
P03;19:00:43;53;63
P03;19:00:44;80;64
P03;19:00:45;74;88
P03;19:00:46;63;64
P03;19:00:47;57;56
P03;19:00:48;56;41
P03;19:00:49;69;40
P03;19:00:50;56;64
P03;19:00:51;54;64
P03;19:00:52;35;64
P03;19:00:53;26;60
P03;19:00:54;43;47
P03;19:00:55;50;43
P03;19:00:56;61;57
P03;19:00:57;67;64
P03;19:00:58;54;61
P03;19:00:59;30;60
P03;19:01:00;35;64
P03;19:01:01;23;60
P03;19:01:02;17;51
P03;19:01:03;27;64
P03;19:01:04;27;50
P03;19:01:05;20;50
P03;19:01:06;27;44
P03;19:01:07;34;37
P03;19:01:08;35;44
P03;19:01:09;51;43
P03;19:01:10;35;43
P03;19:01:11;44;51
P03;19:01:12;38;56
P03;19:01:13;37;67
P03;19:01:14;53;78
P03;19:01:15;40;80
P03;19:01:16;29;75
P03;19:01:17;37;67
P03;19:01:18;29;74
P03;19:01:19;35;63
P03;19:01:20;30;54
P03;19:01:21;27;48
P03;19:01:22;35;48
P03;19:01:23;38;50
P03;19:01:24;38;50
P03;19:01:25;40;53
P03;19:01:26;30;56
P03;19:01:27;23;67
P03;19:01:28;26;75
P03;19:01:29;26;75
P03;19:01:30;27;75
P03;19:01:31;38;60
P03;19:01:32;29;56
P03;19:01:33;38;56
P03;19:01:34;41;60
P03;19:01:35;53;63
P03;19:01:36;61;60
P03;19:01:37;44;54
P03;19:01:38;47;48
P03;19:01:39;35;48
P03;19:01:40;24;48
P03;19:01:41;53;47
P03;19:01:42;64;53
P03;19:01:43;78;48
P03;19:01:44;69;41
P03;19:01:45;51;38
P03;19:01:46;38;38
P03;19:01:47;35;23
P03;19:01:48;63;24
P03;19:01:49;61;27
P03;19:01:50;69;30
P03;19:01:51;66;47
P03;19:01:52;44;63
P03;19:01:53;50;51
P03;19:01:54;41;43
P03;19:01:55;38;50
P03;19:01:56;34;27
P03;19:01:57;40;48
P03;19:01:58;37;40
P03;19:01:59;37;27
P03;19:02:00;35;38
P03;19:02:01;34;38
P03;19:02:02;43;56
P03;19:02:03;44;66
P03;19:02:04;57;54
P03;19:02:05;54;56
P03;19:02:06;48;43
P03;19:02:07;44;38
P03;19:02:08;38;57
P03;19:02:09;34;41
P03;19:02:10;38;35
P03;19:02:11;48;37
P03;19:02:12;48;20
P03;19:02:13;57;38
P03;19:02:14;54;48
P03;19:02:15;50;47
P03;19:02:16;53;47
P03;19:02:17;40;37
P03;19:02:18;38;30
P03;19:02:19;35;41
P03;19:02:20;38;48
P03;19:02:21;47;50
P03;19:02:22;48;53
P03;19:02:23;50;53
P03;19:02:24;35;53
P03;19:02:25;35;61
P03;19:02:26;23;57
P03;19:02:27;11;70
P03;19:02:28;16;60
P03;19:02:29;10;50
P03;19:02:30;20;54
P03;19:02:31;27;38
P03;19:02:32;29;48
P03;19:02:33;40;61
P03;19:02:34;30;63
P03;19:02:35;47;56
P03;19:02:36;43;56
P03;19:02:37;37;64
P03;19:02:38;34;74
P03;19:02:39;24;91
P03;19:02:40;27;100
P03;19:02:41;29;88
P03;19:02:42;35;77
P03;19:02:43;35;63
P03;19:02:44;37;64
P03;19:02:45;54;60
P03;19:02:46;69;48
P03;19:02:47;61;56
P03;19:02:48;48;37
P03;19:02:49;23;21
P03;19:02:50;1;40
P03;19:02:51;10;34
P03;19:02:52;29;40
P03;19:02:53;48;60
P03;19:02:54;51;57
P03;19:02:55;38;64
P03;19:02:56;21;56
P03;19:02:57;13;38
P03;19:02:58;27;41
P03;19:02:59;37;38
P03;19:03:00;54;56
P03;19:03:01;53;77
P03;19:03:02;47;84
P03;19:03:03;38;61
P03;19:03:04;30;60
P03;19:03:05;29;51
P03;19:03:06;48;47
P03;19:03:07;57;64
P03;19:03:08;66;60
P03;19:03:09;67;78
P03;19:03:10;53;77
P03;19:03:11;53;80
P03;19:03:12;44;90
P03;19:03:13;41;74
P03;19:03:14;61;70
P03;19:03:15;64;75
P03;19:03:16;61;60
P03;19:03:17;75;70
P03;19:03:18;51;77
P03;19:03:19;57;78
P03;19:03:20;63;96
P03;19:03:21;61;94
P03;19:03:22;77;88
P03;19:03:23;66;83
P03;19:03:24;61;57
P03;19:03:25;54;44
P03;19:03:26;38;38
P03;19:03:27;47;40
P03;19:03:28;44;51
P03;19:03:29;35;53
P03;19:03:30;30;48
P03;19:03:31;8;30
P03;19:03:32;1;29
P03;19:03:33;23;38
P03;19:03:34;37;51
P03;19:03:35;60;70
P03;19:03:36;74;61
P03;19:03:37;69;51
P03;19:03:38;70;40
P03;19:03:39;69;26
P03;19:03:40;75;41
P03;19:03:41;57;37
P03;19:03:42;50;47
P03;19:03:43;38;48
P03;19:03:44;43;53
P03;19:03:45;40;64
P03;19:03:46;30;50
P03;19:03:47;41;69
P03;19:03:48;38;53
P03;19:03:49;41;50
P03;19:03:50;48;60
P03;19:03:51;47;44
P03;19:03:52;37;44
P03;19:03:53;51;53
P03;19:03:54;60;57
P03;19:03:55;54;50
P03;19:03:56;51;53
P03;19:03:57;38;57
P03;19:03:58;41;48
P03;19:03:59;51;54
P03;19:04:00;56;53
P03;19:04:01;53;27
P03;19:04:02;50;44
P03;19:04:03;44;56
P03;19:04:04;67;77
P03;19:04:05;0;0
P03;19:04:06;51;57
P03;19:04:07;60;56
P03;19:04:08;60;67
P03;19:04:09;78;77
P03;19:04:10;69;69
P03;19:04:11;80;0
P03;19:04:12;81;70
P03;19:04:13;64;77
P03;19:04:14;41;80
P03;19:04:15;27;84
P03;19:04:16;17;67
P03;19:04:17;41;64
P03;19:04:18;57;54
P03;19:04:19;70;57
P03;19:04:20;83;57
P03;19:04:21;69;66
P03;19:04:22;74;75
P03;19:04:23;60;61
P03;19:04:24;47;61
P03;19:04:25;54;40
P03;19:04:26;57;40
P03;19:04:27;57;37
P03;19:04:28;63;51
P03;19:04:29;69;75
P03;19:04:30;74;70
P03;19:04:31;66;75
P03;19:04:32;60;50
P03;19:04:33;60;50
P03;19:04:34;50;41
P03;19:04:35;40;63
P03;19:04:36;40;56
P03;19:04:37;27;64
P03;19:04:38;26;63
P03;19:04:39;34;44
P03;19:04:40;40;56
P03;19:04:41;56;61
P03;19:04:42;64;66
P03;19:04:43;54;67
P03;19:04:44;48;66
P03;19:04:45;37;63
P03;19:04:46;37;66
P03;19:04:47;40;66
P03;19:04:48;47;60
P03;19:04:49;60;67
P03;19:04:50;54;61
P03;19:04:51;61;64
P03;19:04:52;63;67
P03;19:04:53;56;61
P03;19:04:54;61;54
P03;19:04:55;57;47
P03;19:04:56;63;51
P03;19:04:57;70;57
P03;19:04:58;69;61
P03;19:04:59;66;56
P03;19:05:00;54;54
P03;19:05:01;53;57
P03;19:05:02;47;70
P03;19:05:03;43;70
P03;19:05:04;44;87
P03;19:05:05;38;70
P03;19:05:06;35;64
P03;19:05:07;43;74
P03;19:05:08;60;51
P03;19:05:09;74;53
P03;19:05:10;84;47
P03;19:05:11;74;41
P03;19:05:12;57;50
P03;19:05:13;43;50
P03;19:05:14;47;54
P03;19:05:15;48;53
P03;19:05:16;38;35
P03;19:05:17;40;51
P03;19:05:18;48;53
P03;19:05:19;64;51
P03;19:05:20;75;63
P03;19:05:21;78;43
P03;19:05:22;63;41
P03;19:05:23;50;64
P03;19:05:24;54;81
P03;19:05:25;57;67
P03;19:05:26;74;57
P03;19:05:27;74;23
P03;19:05:28;70;23
P03;19:05:29;60;44
P03;19:05:30;47;54
P03;19:05:31;40;63
P03;19:05:32;47;64
P03;19:05:33;50;63
P03;19:05:34;44;53
P03;19:05:35;57;48
P03;19:05:36;51;47
P03;19:05:37;40;37
P03;19:05:38;47;37
P03;19:05:39;35;35
P03;19:05:40;44;30
P03;19:05:41;43;40
P03;19:05:42;56;60
P03;19:05:43;61;77
P03;19:05:44;43;69
P03;19:05:45;47;80
P03;19:05:46;29;60
P03;19:05:47;37;64
P03;19:05:48;37;80
P03;19:05:49;44;83
P03;19:05:50;61;96
P03;19:05:51;64;78
P03;19:05:52;69;50
P03;19:05:53;69;53
P03;19:05:54;63;40
P03;19:05:55;60;54
P03;19:05:56;51;77
P03;19:05:57;63;57
P03;19:05:58;50;60
P03;19:05:59;35;57
P03;19:06:00;30;40
P03;19:06:01;14;50
P03;19:06:02;24;63
P03;19:06:03;41;61
P03;19:06:04;61;70
P03;19:06:05;54;66
P03;19:06:06;51;51
P03;19:06:07;41;38
P03;19:06:08;35;41
P03;19:06:09;48;50
P03;19:06:10;50;51
P03;19:06:11;53;61
P03;19:06:12;56;61
P03;19:06:13;53;53
P03;19:06:14;60;53
P03;19:06:15;64;43
P03;19:06:16;63;41
P03;19:06:17;54;43
P03;19:06:18;37;38
P03;19:06:19;27;53
P03;19:06:20;23;57
P03;19:06:21;10;47
P03;19:06:22;20;37
P03;19:06:23;34;27
P03;19:06:24;37;29
P03;19:06:25;56;48
P03;19:06:26;51;67
P03;19:06:27;41;77
P03;19:06:28;44;69
P03;19:06:29;37;64
P03;19:06:30;51;66
P03;19:06:31;56;54
P03;19:06:32;63;56
P03;19:06:33;69;57
P03;19:06:34;61;64
P03;19:06:35;56;70
P03;19:06:36;40;66
P03;19:06:37;29;50
P03;19:06:38;16;20
P03;19:06:39;16;13
P03;19:06:40;23;4
P03;19:06:41;37;20
P03;19:06:42;48;35
P03;19:06:43;69;48
P03;19:06:44;80;61
P03;19:06:45;90;51
P03;19:06:46;75;44
P03;19:06:47;48;29
P03;19:06:48;44;26
P03;19:06:49;35;48
P03;19:06:50;47;51
P03;19:06:51;56;60
P03;19:06:52;48;61
P03;19:06:53;56;57
P03;19:06:54;67;75
P03;19:06:55;77;81
P03;19:06:56;90;81
P03;19:06:57;83;78
P03;19:06:58;93;78
P03;19:06:59;100;75
P03;19:07:00;94;80
P03;19:07:01;87;70
P03;19:07:02;63;70
P03;19:07:03;41;63
P03;19:07:04;50;51
P03;19:07:05;56;54
P03;19:07:06;66;53
P03;19:07:07;88;41
P03;19:07:08;64;37
P03;19:07:09;60;23
P03;19:07:10;57;21
P03;19:07:11;30;35
P03;19:07:12;40;53
P03;19:07:13;44;64
P03;19:07:14;35;64
P03;19:07:15;38;63
P03;19:07:16;30;54
P03;19:07:17;35;48
P03;19:07:18;37;48
P03;19:07:19;47;35
P03;19:07:20;54;27
P03;19:07:21;56;37
P03;19:07:22;75;44
P03;19:07:23;78;57
P03;19:07:24;66;60
P03;19:07:25;57;63
P03;19:07:26;40;61
P03;19:07:27;27;66
P03;19:07:28;29;80
P03;19:07:29;37;81
P03;19:07:30;56;80
P03;19:07:31;67;70
P03;19:07:32;94;69
P03;19:07:33;91;56
P03;19:07:34;75;57
P03;19:07:35;67;61
P03;19:07:36;69;63
P03;19:07:37;70;69
P03;19:07:38;56;74
P03;19:07:39;66;88
P03;19:07:40;61;74
P03;19:07:41;47;70
P03;19:07:42;50;51
P03;19:07:43;56;34
P03;19:07:44;48;35
P03;19:07:45;60;24
P03;19:07:46;81;34
P03;19:07:47;61;53
P03;19:07:48;57;57
P03;19:07:49;51;64
P03;19:07:50;44;61
P03;19:07:51;35;47
P03;19:07:52;38;41
P03;19:07:53;47;51
P03;19:07:54;50;70
P03;19:07:55;57;67
P03;19:07:56;53;87
P03;19:07:57;60;81
P03;19:07:58;63;77
P03;19:07:59;66;91
P03;19:08:00;80;100
P03;19:08:01;51;83
P03;19:08:02;47;84
P03;19:08:03;53;69
P03;19:08:04;35;51
P03;19:08:05;53;54
P03;19:08:06;56;51
P03;19:08:07;47;60
P03;19:08:08;54;64
P03;19:08:09;47;67
P03;19:08:10;48;53
P03;19:08:11;53;41
P03;19:08:12;70;38
P03;19:08:13;84;38
P03;19:08:14;84;38
P03;19:08:15;87;34
P03;19:08:16;78;37
P03;19:08:17;63;24
P03;19:08:18;37;16
P03;19:08:19;20;27
P03;19:08:20;37;35
P03;19:08:21;43;50
P03;19:08:22;66;64
P03;19:08:23;48;57
P03;19:08:24;37;41
P03;19:08:25;38;44
P03;19:08:26;40;48
P03;19:08:27;50;34
P03;19:08:28;50;41
P03;19:08:29;48;27
P03;19:08:30;48;40
P03;19:08:31;43;38
P03;19:08:32;54;51
P03;19:08:33;43;43
P03;19:08:34;41;43
P03;19:08:35;41;51
P03;19:08:36;44;48
P03;19:08:37;51;77
P03;19:08:38;64;81
P03;19:08:39;56;70
P03;19:08:40;44;57
P03;19:08:41;50;35
P03;19:08:42;56;34
P03;19:08:43;64;44
P03;19:08:44;69;54
P03;19:08:45;78;66
P03;19:08:46;75;67
P03;19:08:47;63;64
P03;19:08:48;61;54
P03;19:08:49;47;35
P03;19:08:50;48;26
P03;19:08:51;57;24
P03;19:08:52;51;23
P03;19:08:53;64;35
P03;19:08:54;43;38
P03;19:08:55;53;43
P03;19:08:56;43;51
P03;19:08:57;26;44
P03;19:08:58;40;47
P03;19:08:59;34;48
P03;19:09:00;37;51
P03;19:09:01;51;60
P03;19:09:02;47;63
P03;19:09:03;43;60
P03;19:09:04;53;54
P03;19:09:05;60;64
P03;19:09:06;66;69
P03;19:09:07;75;60
P03;19:09:08;75;60
P03;19:09:09;70;57
P03;19:09:10;53;30
P03;19:09:11;56;29
P03;19:09:12;69;40
P03;19:09:13;80;43
P03;19:09:14;75;60
P03;19:09:15;70;57
P03;19:09:16;74;53
P03;19:09:17;84;48
P03;19:09:18;100;38
P03;19:09:19;100;24
P03;19:09:20;100;26
P03;19:09:21;100;29
P03;19:09:22;78;37
P03;19:09:23;70;47
P03;19:09:24;67;50
P03;19:09:25;69;54
P03;19:09:26;83;67
P03;19:09:27;84;74
P03;19:09:28;83;64
P03;19:09:29;84;64
P03;19:09:30;90;64
P03;19:09:31;77;56
P03;19:09:32;66;61
P03;19:09:33;47;47
P03;19:09:34;40;43
P03;19:09:35;61;41
P03;19:09:36;61;26
P03;19:09:37;80;48
P03;19:09:38;87;54
P03;19:09:39;66;64
P03;19:09:40;80;80
P03;19:09:41;83;70
P03;19:09:42;78;70
P03;19:09:43;80;64
P03;19:09:44;83;60
P03;19:09:45;80;54
P03;19:09:46;100;44
P03;19:09:47;100;40
P03;19:09:48;94;40
P03;19:09:49;94;40
P03;19:09:50;90;43
P03;19:09:51;93;43
P03;19:09:52;90;63
P03;19:09:53;91;67
P03;19:09:54;66;47
P03;19:09:55;56;50
P03;19:09:56;44;48
P03;19:09:57;24;27
P03;19:09:58;38;41
P03;19:09:59;44;40
P03;19:10:00;44;23
P03;19:10:01;66;43
P03;19:10:02;67;43
P03;19:10:03;51;57
P03;19:10:04;56;57
P03;19:10:05;44;50
P03;19:10:06;41;51
P03;19:10:07;57;35
P03;19:10:08;50;37
P03;19:10:09;56;47
P03;19:10:10;57;50
P03;19:10:11;56;54
P03;19:10:12;63;74
P03;19:10:13;56;63
P03;19:10:14;61;64
P03;19:10:15;61;60
P03;19:10:16;67;37
P03;19:10:17;66;38
P03;19:10:18;63;40
P03;19:10:19;64;41
P03;19:10:20;66;53
P03;19:10:21;69;54
P03;19:10:22;80;47
P03;19:10:23;80;48
P03;19:10:24;66;37
P03;19:10:25;56;40
P03;19:10:26;26;38
P03;19:10:27;24;34
P03;19:10:28;30;41
P03;19:10:29;44;57
P03;19:10:30;60;57
P03;19:10:31;47;53
P03;19:10:32;54;51
P03;19:10:33;53;26
P03;19:10:34;63;37
P03;19:10:35;74;48
P03;19:10:36;67;48
P03;19:10:37;57;56
P03;19:10:38;50;57
P03;19:10:39;56;56
P03;19:10:40;53;53
P03;19:10:41;70;61
P03;19:10:42;81;61
P03;19:10:43;67;63
P03;19:10:44;64;66
P03;19:10:45;43;69
P03;19:10:46;23;57
P03;19:10:47;37;56
P03;19:10:48;38;56
P03;19:10:49;50;57
P03;19:10:50;41;63
P03;19:10:51;17;51
P03;19:10:52;11;51
P03;19:10:53;16;47
P03;19:10:54;38;48
P03;19:10:55;43;50
P03;19:10:56;47;50
P03;19:10:57;47;34
P03;19:10:58;53;37
P03;19:10:59;63;48
P03;19:11:00;60;48
P03;19:11:01;57;66
P03;19:11:02;54;61
P03;19:11:03;74;57
P03;19:11:04;83;56
P03;19:11:05;81;53
P03;19:11:06;69;60
P03;19:11:07;53;67
P03;19:11:08;54;57
P03;19:11:09;56;51
P03;19:11:10;66;48
P03;19:11:11;69;38
P03;19:11:12;66;51
P03;19:11:13;74;57
P03;19:11:14;66;48
P03;19:11:15;61;56
P03;19:11:16;64;54
P03;19:11:17;63;57
P03;19:11:18;61;69
P03;19:11:19;66;74
P03;19:11:20;63;74
P03;19:11:21;69;75
P03;19:11:22;67;70
P03;19:11:23;60;60
P03;19:11:24;48;60
P03;19:11:25;43;53
P03;19:11:26;47;56
P03;19:11:27;51;67
P03;19:11:28;51;67
P03;19:11:29;56;70
P03;19:11:30;53;67
P03;19:11:31;54;67
P03;19:11:32;75;60
P03;19:11:33;61;56
P03;19:11:34;74;63
P03;19:11:35;80;60
P03;19:11:36;69;64
P03;19:11:37;74;66
P03;19:11:38;61;67
P03;19:11:39;69;63
P03;19:11:40;78;57
P03;19:11:41;90;53
P03;19:11:42;96;48
P03;19:11:43;87;53
P03;19:11:44;66;63
P03;19:11:45;57;69
P03;19:11:46;56;54
P03;19:11:47;61;47
P03;19:11:48;70;48
P03;19:11:49;63;53
P03;19:11:50;69;64
P03;19:11:51;60;69
P03;19:11:52;54;60
P03;19:11:53;63;67
P03;19:11:54;57;75
P03;19:11:55;50;77
P03;19:11:56;44;80
P03;19:11:57;50;74
P03;19:11:58;56;66
P03;19:11:59;75;69
P03;19:12:00;84;75
P03;19:12:01;78;64
P03;19:12:02;54;61
P03;19:12:03;37;41
P03;19:12:04;40;41
P03;19:12:05;50;21
P03;19:12:06;60;14
P03;19:12:07;77;37
P03;19:12:08;84;37
P03;19:12:09;80;70
P03;19:12:10;78;69
P03;19:12:11;61;64
P03;19:12:12;41;64
P03;19:12:13;40;29
P03;19:12:14;29;27
P03;19:12:15;41;14
P03;19:12:16;54;8
P03;19:12:17;35;29
P03;19:12:18;48;47
P03;19:12:19;63;50
P03;19:12:20;67;56
P03;19:12:21;75;50
P03;19:12:22;61;30
P03;19:12:23;35;35
P03;19:12:24;17;24
P03;19:12:25;16;14
P03;19:12:26;27;27
P03;19:12:27;26;21
P03;19:12:28;21;7
P03;19:12:29;14;13
P03;19:12:30;26;17
P03;19:12:31;41;48
P03;19:12:32;67;64
P03;19:12:33;0;0
P03;19:12:34;61;67
P03;19:12:35;50;0
P03;19:12:34;0;0
P03;19:12:35;70;56
P03;19:12:37;0;0
P03;19:12:36;0;0
P03;19:12:37;78;41
P03;19:12:38;83;40
P03;19:12:39;67;48
P03;19:12:40;57;57
P03;19:12:41;38;56
P03;19:12:42;43;53
P03;19:12:43;48;56
P03;19:12:44;56;37
P03;19:12:45;69;43
P03;19:12:46;63;48
P03;19:12:47;50;30
P03;19:12:48;63;47
P03;19:12:49;51;48
P03;19:12:50;57;54
P03;19:12:51;61;50
P03;19:12:52;51;53
P03;19:12:53;53;63
P03;19:12:54;67;48
P03;19:12:55;83;67
P03;19:12:56;64;64
P03;19:12:57;66;41
P03;19:12:58;40;40
P03;19:12:59;20;27
P03;19:13:00;43;38
P03;19:13:01;34;60
P03;19:13:02;41;54
P03;19:13:03;60;70
P03;19:13:04;56;56
P03;19:13:05;66;38
P03;19:13:06;69;50
P03;19:13:07;77;35
P03;19:13:08;66;29
P03;19:13:09;63;30
P03;19:13:10;63;34
P03;19:13:11;53;29
P03;19:13:12;69;41
P03;19:13:13;69;53
P03;19:13:14;66;54
P03;19:13:15;66;63
P03;19:13:16;48;53
P03;19:13:17;50;47
P03;19:13:18;53;54
P03;19:13:19;44;50
P03;19:13:20;50;60
P03;19:13:21;56;60
P03;19:13:22;63;50
P03;19:13:23;64;54
P03;19:13:24;77;44
P03;19:13:25;70;37
P03;19:13:26;64;44
P03;19:13:27;75;29
P03;19:13:28;61;54
P03;19:13:29;61;56
P03;19:13:30;48;34
P03;19:13:31;37;51
P03;19:13:32;37;30
P03;19:13:33;41;34
P03;19:13:34;41;37
P03;19:13:35;37;24
P03;19:13:36;44;30
P03;19:13:37;37;40
P03;19:13:38;41;50
P03;19:13:39;51;51
P03;19:13:40;43;51
P03;19:13:41;47;44
P03;19:13:42;41;47
P03;19:13:43;38;38
P03;19:13:44;50;34
P03;19:13:45;47;44
P03;19:13:46;60;47
P03;19:13:47;64;51
P03;19:13:48;57;60
P03;19:13:49;75;53
P03;19:13:50;67;63
P03;19:13:51;56;57
P03;19:13:52;63;50
P03;19:13:53;50;53
P03;19:13:54;40;43
P03;19:13:55;47;60
P03;19:13:56;48;60
P03;19:13:57;47;64
P03;19:13:58;53;75
P03;19:13:59;40;63
P03;19:14:00;21;67
P03;19:14:01;3;48
P03;19:14:02;1;35
P03;19:14:03;7;40
P03;19:14:04;13;34
P03;19:14:05;26;38
P03;19:14:06;48;44
P03;19:14:07;54;48
P03;19:14:08;57;61
P03;19:14:09;66;61
P03;19:14:10;77;57
P03;19:14:11;80;63
P03;19:14:12;78;41
P03;19:14:13;80;43
P03;19:14:14;54;41
P03;19:14:15;48;35
P03;19:14:16;51;56
P03;19:14:17;56;61
P03;19:14:18;67;61
P03;19:14:19;80;57
P03;19:14:20;66;54
P03;19:14:21;64;54
P03;19:14:22;57;61
P03;19:14:23;54;64
P03;19:14:24;63;56
P03;19:14:25;57;54
P03;19:14:26;61;60
P03;19:14:27;54;61
P03;19:14:28;61;61
P03;19:14:29;61;56
P03;19:14:30;64;47
P03;19:14:31;54;35
P03;19:14:32;43;41
P03;19:14:33;37;51
P03;19:14:34;34;61
P03;19:14:35;50;56
P03;19:14:36;60;57
P03;19:14:37;70;48
P03;19:14:38;66;44
P03;19:14:39;63;64
P03;19:14:40;69;60
P03;19:14:41;69;66
P03;19:14:42;78;64
P03;19:14:43;74;75
P03;19:14:44;54;54
P03;19:14:45;56;47
P03;19:14:46;47;43
P03;19:14:47;44;21
P03;19:14:48;47;38
P03;19:14:49;37;48
P03;19:14:50;41;54
P03;19:14:51;48;54
P03;19:14:52;43;66
P03;19:14:53;50;63
P03;19:14:54;44;51
P03;19:14:55;50;54
P03;19:14:56;47;44
P03;19:14:57;51;50
P03;19:14:58;69;50
P03;19:14:59;61;54
P03;19:15:00;74;63
P03;19:15:01;84;53
P03;19:15:02;78;61
P03;19:15:03;64;51
P03;19:15:04;64;44
P03;19:15:05;51;48
P04;17:49:20;0;0
P04;17:49:21;0;0
P04;17:49:22;0;0
P04;17:49:24;0;0
P04;17:49:25;0;0
P04;17:49:26;0;0
P04;17:49:38;0;0
P04;17:49:40;0;0
P04;17:49:41;0;0
P04;17:49:42;0;0
P04;17:49:43;0;0
P04;17:49:46;0;0
P04;17:49:47;0;0
P04;17:49:48;0;0
P04;17:49:49;30;30
P04;17:49:50;48;47
P04;17:49:51;35;41
P04;17:49:52;44;38
P04;17:49:53;43;41
P04;17:49:54;40;27
P04;17:49:55;64;41
P04;17:49:56;63;51
P04;17:49:57;54;41
P04;17:49:58;48;44
P04;17:49:59;37;21
P04;17:50:00;35;21
P04;17:50:01;41;13
P04;17:50:02;54;17
P04;17:50:03;57;47
P04;17:50:04;53;47
P04;17:50:05;50;56
P04;17:50:06;47;64
P04;17:50:07;48;51
