Participant;Time;Attention;Meditation
P04;18:08:01;54;70
P04;18:08:02;48;70
P04;18:08:03;50;83
P04;18:08:04;60;78
P04;18:08:05;56;69
P04;18:08:06;57;60
P04;18:08:07;51;50
P04;18:08:08;50;57
P04;18:08:09;51;63
P04;18:08:10;54;75
P04;18:08:11;54;74
P04;18:08:12;60;64
P04;18:08:13;61;54
P04;18:08:14;69;53
P04;18:08:15;77;60
P04;18:08:16;78;64
P04;18:08:17;91;77
P04;18:08:18;91;77
P04;18:08:19;91;60
P04;18:08:20;96;56
P04;18:08:21;100;56
P04;18:08:22;100;51
P04;18:08:23;100;60
P04;18:08:24;100;57
P04;18:08:25;97;56
P04;18:08:26;96;57
P04;18:08:27;96;56
P04;18:08:28;100;64
P04;18:08:29;100;57
P04;18:08:30;91;60
P04;18:08:31;77;74
P04;18:08:32;67;57
P04;18:08:33;88;61
P04;18:08:34;93;56
P04;18:08:35;100;48
P04;18:08:36;100;50
P04;18:08:37;100;38
P04;18:08:38;100;38
P04;18:08:39;100;34
P04;18:08:40;100;37
P04;18:08:41;100;56
P04;18:08:42;100;61
P04;18:08:43;100;64
P04;18:08:44;100;69
P04;18:08:45;100;61
P04;18:08:46;100;54
P04;18:08:47;77;64
P04;18:08:48;56;66
P04;18:08:49;29;69
P04;18:08:50;41;77
P04;18:08:51;50;63
P04;18:08:52;54;54
P04;18:08:53;56;61
P04;18:08:54;50;70
P04;18:08:55;50;77
P04;18:08:56;41;93
P04;18:08:57;37;100
P04;18:08:58;35;100
P04;18:08:59;34;100
P04;18:09:00;34;97
P04;18:09:01;41;81
P04;18:09:02;43;78
P04;18:09:03;38;57
P04;18:09:04;53;51
P04;18:09:05;53;50
P04;18:09:06;54;47
P04;18:09:07;64;60
P04;18:09:08;43;61
P04;18:09:09;41;63
P04;18:09:10;37;64
P04;18:09:11;37;69
P04;18:09:12;51;74
P04;18:09:13;48;77
P04;18:09:14;51;81
P04;18:09:15;35;70
P04;18:09:16;29;64
P04;18:09:17;34;67
P04;18:09:18;38;67
P04;18:09:19;47;69
P04;18:09:20;51;77
P04;18:09:21;53;69
P04;18:09:22;48;60
P04;18:09:23;48;66
P04;18:09:24;48;67
P04;18:09:25;53;67
P04;18:09:26;56;81
P04;18:09:27;54;78
P04;18:09:28;50;77
P04;18:09:29;43;87
P04;18:09:30;35;87
P04;18:09:31;35;81
P04;18:09:32;37;75
P04;18:09:33;37;63
P04;18:09:34;56;61
P04;18:09:35;60;66
P04;18:09:36;70;74
P04;18:09:37;70;77
P04;18:09:38;53;53
P04;18:09:39;44;44
P04;18:09:40;23;37
P04;18:09:41;16;37
P04;18:09:42;17;51
P04;18:09:43;20;54
P04;18:09:44;35;64
P04;18:09:45;29;63
P04;18:09:46;35;67
P04;18:09:47;40;70
P04;18:09:48;38;80
P04;18:09:49;51;74
P04;18:09:50;50;69
P04;18:09:51;61;75
P04;18:09:52;61;57
P04;18:09:53;56;64
P04;18:09:54;60;66
P04;18:09:55;44;63
P04;18:09:56;41;69
P04;18:09:57;47;77
P04;18:09:58;44;75
P04;18:09:59;38;61
P04;18:10:00;38;60
P04;18:10:01;27;47
P04;18:10:02;29;43
P04;18:10:03;38;57
P04;18:10:04;38;51
P04;18:10:05;38;61
P04;18:10:06;35;53
P04;18:10:07;38;41
P04;18:10:08;44;41
P04;18:10:09;48;41
P04;18:10:10;50;57
P04;18:10:11;47;54
P04;18:10:12;56;61
P04;18:10:13;64;48
P04;18:10:14;63;43
P04;18:10:15;75;61
P04;18:10:16;61;60
P04;18:10:17;56;64
P04;18:10:18;53;56
P04;18:10:19;53;48
P04;18:10:20;56;51
P04;18:10:21;54;53
P04;18:10:22;54;61
P04;18:10:23;53;60
P04;18:10:24;51;60
P04;18:10:25;51;57
P04;18:10:26;51;53
P04;18:10:27;53;51
P04;18:10:28;54;48
P04;18:10:29;69;57
P04;18:10:30;78;74
P04;18:10:31;74;77
P04;18:10:32;69;91
P04;18:10:33;60;81
P04;18:10:34;53;66
P04;18:10:35;60;61
P04;18:10:36;54;56
P04;18:10:37;61;57
P04;18:10:38;60;63
P04;18:10:39;48;64
P04;18:10:40;56;61
P04;18:10:41;51;57
P04;18:10:42;51;53
P04;18:10:43;54;47
P04;18:10:44;41;41
P04;18:10:45;30;43
P04;18:10:46;29;51
P04;18:10:47;20;53
P04;18:10:48;30;47
P04;18:10:49;27;43
P04;18:10:50;26;44
P04;18:10:51;37;64
P04;18:10:52;21;67
P04;18:10:53;30;75
P04;18:10:54;34;67
P04;18:10:55;24;47
P04;18:10:56;30;60
P04;18:10:57;21;44
P04;18:10:58;16;56
P04;18:10:59;27;61
P04;18:11:00;38;61
P04;18:11:01;30;80
P04;18:11:02;34;63
P04;18:11:03;14;54
P04;18:11:04;4;44
P04;18:11:05;23;29
P04;18:11:06;10;27
P04;18:11:07;20;35
P04;18:11:08;16;29
P04;18:11:09;10;41
P04;18:11:10;26;51
P04;18:11:11;26;51
P04;18:11:12;21;57
P04;18:11:13;14;53
P04;18:11:14;13;56
P04;18:11:15;13;50
P04;18:11:16;11;47
P04;18:11:17;11;47
P04;18:11:18;16;60
P04;18:11:19;3;44
P04;18:11:20;11;40
P04;18:11:21;21;35
P04;18:11:22;30;16
P04;18:11:23;37;30
P04;18:11:24;27;47
P04;18:11:25;24;60
P04;18:11:26;23;88
P04;18:11:27;34;90
P04;18:11:28;35;83
P04;18:11:29;40;77
P04;18:11:30;41;61
P04;18:11:31;43;63
P04;18:11:32;44;70
P04;18:11:33;34;66
P04;18:11:34;16;51
P04;18:11:35;3;50
P04;18:11:36;1;44
P04;18:11:37;1;41
P04;18:11:38;1;41
P04;18:11:39;1;44
P04;18:11:40;1;38
P04;18:11:41;10;57
P04;18:11:42;26;64
P04;18:11:43;35;56
P04;18:11:44;35;56
P04;18:11:45;34;43
P04;18:11:46;27;50
P04;18:11:47;20;50
P04;18:11:48;34;51
P04;18:11:49;41;57
P04;18:11:50;24;44
P04;18:11:51;34;47
P04;18:11:52;14;51
P04;18:11:53;13;48
P04;18:11:54;0;0
P04;18:11:55;14;43
P04;18:11:56;8;48
P04;18:11:57;13;34
P04;18:11:58;11;0
P04;18:11:59;17;38
P04;18:12:00;26;51
P04;18:12:01;34;61
P04;18:12:02;29;64
P04;18:12:03;21;51
P04;18:12:04;21;43
P04;18:12:05;7;34
P04;18:12:06;13;38
P04;18:12:07;27;47
P04;18:12:08;35;53
P04;18:12:09;34;53
P04;18:12:10;24;56
P04;18:12:11;11;47
P04;18:12:12;4;38
P04;18:12:13;16;47
P04;18:12:14;20;43
P04;18:12:15;24;51
P04;18:12:16;27;40
P04;18:12:17;30;47
P04;18:12:18;27;40
P04;18:12:19;27;44
P04;18:12:20;24;61
P04;18:12:21;17;54
P04;18:12:22;11;54
P04;18:12:23;20;61
P04;18:12:24;16;48
P04;18:12:25;13;44
P04;18:12:26;16;43
P04;18:12:27;3;21
P04;18:12:28;1;35
P04;18:12:29;10;38
P04;18:12:30;10;44
P04;18:12:31;27;64
P04;18:12:32;24;54
P04;18:12:33;17;60
P04;18:12:34;34;53
P04;18:12:35;29;53
P04;18:12:36;38;66
P04;18:12:37;38;67
P04;18:12:38;37;83
P04;18:12:39;35;70
P04;18:12:40;38;57
P04;18:12:41;54;64
P04;18:12:42;34;48
P04;18:12:43;37;56
P04;18:12:44;34;54
P04;18:12:45;21;44
P04;18:12:46;23;48
P04;18:12:47;13;24
P04;18:12:48;16;43
P04;18:12:49;17;43
P04;18:12:50;34;50
P04;18:12:51;30;67
P04;18:12:52;21;48
P04;18:12:53;20;54
P04;18:12:54;1;37
P04;18:12:55;7;24
P04;18:12:56;10;26
P04;18:12:57;11;16
P04;18:12:58;14;26
P04;18:12:59;21;43
P04;18:13:00;20;56
P04;18:13:01;26;64
P04;18:13:02;30;56
P04;18:13:03;21;43
P04;18:13:04;27;34
P04;18:13:05;14;16
P04;18:13:06;10;20
P04;18:13:07;16;30
P04;18:13:08;1;21
P04;18:13:09;11;35
P04;18:13:10;34;50
P04;18:13:11;27;40
P04;18:13:12;56;66
P04;18:13:13;50;61
P04;18:13:14;43;63
P04;18:13:15;35;60
P04;18:13:16;10;26
P04;18:13:17;13;30
P04;18:13:18;20;17
P04;18:13:19;34;38
P04;18:13:20;38;44
P04;18:13:21;57;57
P04;18:13:22;60;63
P04;18:13:23;56;51
P04;18:13:24;61;54
P04;18:13:25;51;24
P04;18:13:26;34;17
P04;18:13:27;35;23
P04;18:13:28;30;38
P04;18:13:29;14;47
P04;18:13:30;16;53
P04;18:13:31;27;60
P04;18:13:32;35;56
P04;18:13:33;38;66
P04;18:13:34;47;69
P04;18:13:35;41;66
P04;18:13:36;41;57
P04;18:13:37;44;70
P04;18:13:38;44;63
P04;18:13:39;56;64
P04;18:13:40;57;67
P04;18:13:41;50;44
P04;18:13:42;44;43
P04;18:13:43;26;40
P04;18:13:44;16;30
P04;18:13:45;24;41
P04;18:13:46;24;43
P04;18:13:47;29;47
P04;18:13:48;40;60
P04;18:13:49;35;43
P04;18:13:50;40;43
P04;18:13:51;37;23
P04;18:13:52;35;26
P04;18:13:53;48;44
P04;18:13:54;41;47
P04;18:13:55;43;50
P04;18:13:56;30;41
P04;18:13:57;23;29
P04;18:13:58;20;16
P04;18:13:59;1;8
P04;18:14:00;13;10
P04;18:14:01;14;16
P04;18:14:02;24;41
P04;18:14:03;37;48
P04;18:14:04;56;51
P04;18:14:05;50;44
P04;18:14:06;37;17
P04;18:14:07;48;27
P04;18:14:08;34;27
P04;18:14:09;41;17
P04;18:14:10;53;29
P04;18:14:11;54;26
P04;18:14:12;51;21
P04;18:14:13;43;40
P04;18:14:14;43;40
P04;18:14:15;40;35
P04;18:14:16;27;38
P04;18:14:17;37;37
P04;18:14:18;30;29
P04;18:14:19;26;29
P04;18:14:20;29;27
P04;18:14:21;17;17
P04;18:14:22;20;21
P04;18:14:23;13;30
P04;18:14:24;17;27
P04;18:14:25;29;47
P04;18:14:26;40;56
P04;18:14:27;51;57
P04;18:14:28;53;74
P04;18:14:29;48;61
P04;18:14:30;43;64
P04;18:14:31;30;50
P04;18:14:32;24;38
P04;18:14:33;26;34
P04;18:14:34;38;27
P04;18:14:35;48;41
P04;18:14:36;51;44
P04;18:14:37;54;54
P04;18:14:38;37;54
P04;18:14:39;35;53
P04;18:14:40;34;48
P04;18:14:41;34;41
P04;18:14:42;43;41
P04;18:14:43;40;37
P04;18:14:44;27;27
P04;18:14:45;23;38
P04;18:14:46;14;23
P04;18:14:47;14;23
P04;18:14:48;27;37
P04;18:14:49;26;38
P04;18:14:50;38;50
P04;18:14:51;38;44
P04;18:14:52;38;41
P04;18:14:53;47;38
P04;18:14:54;37;20
P04;18:14:55;27;23
P04;18:14:56;27;24
P04;18:14:57;24;13
P04;18:14:58;35;34
P04;18:14:59;48;47
P04;18:15:00;53;41
P04;18:15:01;54;43
P04;18:15:02;54;35
P04;18:15:03;53;30
P04;18:15:04;48;38
P04;18:15:05;38;34
P04;18:15:06;48;50
P04;18:15:07;41;50
P04;18:15:08;38;50
P04;18:15:09;47;66
P04;18:15:10;16;50
P04;18:15:11;13;43
P04;18:15:12;8;47
P04;18:15:13;1;40
P04;18:15:14;24;53
P04;18:15:15;20;41
P04;18:15:16;34;30
P04;18:15:17;44;35
P04;18:15:18;24;20
P04;18:15:19;41;43
P04;18:15:20;35;48
P04;18:15:21;20;34
P04;18:15:22;21;38
P04;18:15:23;23;26
P04;18:15:24;23;26
P04;18:15:25;38;43
P04;18:15:26;29;51
P04;18:15:27;20;54
P04;18:15:28;11;43
P04;18:15:29;17;34
P04;18:15:30;35;21
P04;18:15:31;34;11
P04;18:15:32;56;21
P04;18:15:33;53;30
P04;18:15:34;56;30
